Sentiment,Label
sana mabilis ang aksyon mabilis nating naisasalba yung mga tao.,neutral
kano gad a admin kadi pasada rinconada. sige adi english. naisiyan ng rinconada!,negative
makamit man lugod q na rape a hustisya..,positive
hay naykuman di na talaga safe mga igin dawa sa loog na ngani sa baloy nadukot pa.,negative
pasiguro kita mga parents ka mga panarado ka mga baloy ta.,neutral
ya kin iwatak man mga igin magusad sa baloy instruksiyunan samaray na di magbukas pinto kin agko magbabaoy,neutral
sabihan igin na magsirang muna bistuhon kin siisay.,neutral
kin diri man bisto di pagbuksan.,neutral
pero nowadays uda man bisto o di bisto kin miggibo sa kademonyohan.,negative
maray pa sabihan mga igin na dina sana magbukas kin sisay pa man lalo na kin lalaki.,neutral
erinsiya man o buku no way.,neutral
diyos ko po sanaman matawan sa justice natuturog sna so igin basta nlang kinuko,negative
"sana mai sketch ko igin so itsura,,",neutral
"sna man po nagsarita 0 magtao man kin report so nakailing dri po mkatakot,,,",neutral
"maray sna d ginuraan so igin,",positive
pagnarakop di pag guranon putulan na sanang payo payo tani habang buhay niya pagdusahan kamanyakan niya,negative
ka uri mo man admin sa barita .ehh galaw galaw naman po... hahahhaha,negative
my god! bka po bistado man ku igin o isi man niya kun isay adto nag gibo sa knya kin arog kan.,negative
sana isumbong niya para man marakup na ya tawong uyan,negative
",dre nman lugod maka gibo pa sa ibang kaiginan o kababaehan",negative
ka mga uda puso ka kag gibo kadi..,negative
"cristine habana di na kita pkadayan huhu katakot 43 pero baka knato mn makatakot parang usad sna gad poh ah kaggebo kan dnman ay naerak ai 12,yrsold ping grbe sna",negative
ay jusko eringaat n sna mga kabataan lalo na pg gabe dri mgpra bragbarag,negative
"kung sino man sya na may gwa nyan, ppuntahin tan dto sa iriga ako ang pupugot ng ulo nyan.",negative
punyeta ka. ako ang sagupain mo my pag llagyan ka.,negative
seguro adik ka punyeta ka ttalupan kta ng buhay.,negative
omg irak man.,negative
grabe tiga ngowan matakot sa mnga pag babayaan mnga igen sa baloy.,negative
amo gad adi su naoodang egin na napost sdi fb ?,neutral
kenshin lingam grabe nmn wia n tiga ptwad hndi n naawa s bata.,negative
malapit ing dto yn s sunod n bayan,neutral
"dpat kan bitayon, taga bula n2man ay, agku mn tga bula n ese ko sobra k manyak,",negative
di kontento sa agom.,negative
nayku dawa gosgos n kulapos ana isip.,negative
baka taga jan ing yan sa bula ang rapist baana yn dapat madakop yn ta baad makabiktima pa yn iringatan ang mga aki,negative
angie odartsiger larissa bandales registrado ingat sna kamo permi nayko iba na tiga panahon. haiks keep safe lang kamo,negative
"erika cezar vivian mabasa cezar pglikay rw kamu,malala n bga cton puro pti mga babaye cton baloy",negative
praise the lord. naway sumalangit ang kanyang kaluluwa .,positive
"jusko , nakakagibo kading lalaki so mismong subrang tigang at libog na ata.",neutral
di gayod tatao makarakop sa malinig n pamamaraan.,neutral
irak man ko igin,negative
annie bislumbre olleres mag ingat kmu cton baloy pirming alerto...,negative
butangan sa saradora to pintuan,neutral
teresa villagracia oh amo gaud adi so pigshare mo. sabi naanap sa kanubnuban,neutral
"erak man,,, dpat kan gaposon pla egood sa agko during pag marakop",negative
kaorag na mayo pangaran kan suspek,neutral
mga demonyo kag gibo kan dpat kaiyan bitayon pg nadakop,negative
maray kan pagnarakop gudan a lusto gudgudun paiyan centro.qng d pa sya maraya kan,negative
tian ako mala ng takot nguwan na mga nguwan.,negative
"gadanon nalang po, maintindihan naman po yan ni papa god.",negative
irak man,negative
amu di so taga lubgan,neutral
divine rose dire sige barag,neutral
lemuel dire paka sutils,neutral
"justice sa anak ng pinsan ko,a aaa",negative
malanang takot sadi cam sur ga,negative
"lovely rosales ingat ka, dimag para dayan",neutral
kaorag man na manyakis yan dakol na ngani prob ang mundo inotogan pa,negative
katayin na sana yung may gawa,negative
omg! ingat2 po ngamin.dna safe,neutral
enan glaiz laura iton mga igin ..,neutral
"mga tao.. masyadong nerbyoso yung lespu, haay!",neutral
pahalagahan kintana ninyo itu mga agom nyong pulis ta amo n sna agko maray na sweldo ngowan na pandemya,neutral
lala maricel agko kaya ibang tawo pag nakamamati sa gatol uda prenow,neutral
"amuyan so di nadara sa kagow,dinadara sa suka ta magatul tiga nagpakagow nasana sa iba dapat kan dinagsan n pareho",neutral
....lwas pa sa pagkakasala.!,neutral
haha ate ghenie e. phyr ka ulok ko kd mga comment,positive
dinaog pa nalipaye,negative
okey lang yan sabi nga minsan ng abogado kapag nakita mo mismo ok ing kahit,neutral
mapatay mo mapa babae man or lalaki naaktuhan ba naman alangan man magpalakpak,neutral
clalaki na injiputan sa harong ninda tama yan para ndi na pamarisan nin iba lalo n kung,negative
kasal kaya kamo cton mga kabit kabitan magtaga ingat ingat kamo ta maarog man,neutral
kamo kan hehehehe,positive
zen goanam okey yan. congrats sgt.,positive
i bilian torres,neutral
zen goanam amo ngani,positive
"zen goanam kung kasal po sila protektado sya ng batas, kung hindi eh kulong po",neutral
ung kawawang pulis na niloko ng kanyang asawa...,neutral
6 palma d. nenearpet,neutral
"tama lang yan sa bbae di nkontento sa isang ulam,naaktuhan muna nagsisiping",negative
sempre magddilim na paningin mo moh ano pa gagawin mo magpalakpakan sa,negative
hrapan nila nagppasarap sila sa kama,neutral
zen goanam bikolana ka man giraray? sain tabi?,neutral
zen goanam tama haha,positive
dapat dinagusan na nganing maraya .abswelto man ahan lalo p kung kasal,negative
sasa oberes mig agi pa an sa proseso gen..,neutral
ndi po sya abswelto wala pa sa kamay nya ang batas...,neutral
"acquitted for sure , pag napunta sa korte. kung completo papel nira mag agom.",neutral
dawa pa madedo niya so darwa caught in the act kasi,negative
but there's a process. much better if the policeman took a photo 1st and then file,positive
a case,positive
"pero depende na nga talaga sa tao. sifuro nagulat din, since na misis niya nga edi",neutral
na gg na si kabit hahaha,positive
nasa batas nayan.pag napa tay mo.ung kalaguyo nung asawa mo lalo na kung,neutral
mag evidence ka saka kasal pa kayo kahit mapatay mo sila oo ma kokolung ka,neutral
pero mabilis kalang makakalaya,neutral
dapat kaya diri an ginigibo kasi kapag naaalala ko ang mga araw na magkasama tayong,neutral
"dalawa, ngiti at luha sa aking mga mata, ganon na pala tayo dati kasaya haaa",neutral
dapat tig tigbas munalang.. mahalun ang bala ngunyan..,negative
sowss marsep padigdiha daw yan babae ta i counseling baka na trauma herak man pm,negative
"most possibly, the husband will suffer the penalty of destierro because he caught them",negative
diri pa kaya makuntinto q agom na daruwa man a badileg e nag anap pa sa,negative
iba..kadiratan,negative
"a private crime! both of them can be charge of adultery, but it must be prove, by the",neutral
proof of the evidence!,positive
the police officer known to be the legal husband of the wife should be held liable for,neutral
"destiero only,and for his wife adultery",neutral
di na kaya nakuntento sa usad sana. isus baga.,neutral
mas alaba saka high power gari si badil kan si 26 yrs old kumpara sa 9mm ni 33 yrs old,neutral
kaya an badil ko permi estirado para permi redi pumotok ta depisil nag,neutral
shotgun sana man na 12 gauge sana para warat,neutral
"girl is always a girl, arug man talaga kan mga babaye charreg",neutral
sana all nahuhuli.. ahahhahahahaha so bisto q dae paw sossossssss,neutral
tig halat q ngani kung nuarin na daw.. masyadong exciting eepoo,neutral
buko gayud kontento ka otob niya gusto gad su mag susuka suka iya,neutral
amuyan sinasabing kaangapan,negative
dapat kaya makuntinto sana sa agom bukong kung kiisay isay nagpapakado,negative
gusto man makanamit sa ibang putahe ta nasusuya na sa inulas .kalderita naman,neutral
nagtaid manlang daa na magkaturog ta maagnuwon baga.,neutral
ngiri sa tilapia aii,negative
ay demonyo bga uda na ibng lalabusan kundi bikol pg galin cton tubig agko gayud sadi,negative
bikol submersable ga kinaban ta maiigop,neutral
"matindi ading bagyo, tat'tao mag drift",neutral
burat ana bagyu ayy,negative
anung ugwa sa bikol ta pirmi ma sana dgdi. pambihiras 9,neutral
maray pa si bagyo pa bicol na si mga bus dai pa,neutral
kasama na naman kami?,neutral
keep safe po sa ngamin,positive
3 sonny fornoles palcon,neutral
diyos ko po erak man. kaya ako never ko pinangarap magbakal sa motor una,positive
nakakatakot pangarwa uda man ako ibabakal. 9,neutral
sonny fornoles palcon mag agi sana ja,neutral
sonny fornoles palcon lang ang malakase,neutral
ry thess tafiamor sta cruz,neutral
sonny fornoles palcon ako mn nho ktkot ko mg suno sa moror t an ngani kotse 4,neutral
p gulong naaksednte p an pkaya 2 san gulong,negative
6 jana mae selleza talagtag,neutral
sonny fornoles palcon mura lang kamote kaya mo yan,neutral
e jack sparrows,neutral
sonny fornoles palcon boring man kiton joke mo,neutral
sana matuto na mga nagmo motor na sa kanan bahagi ng kalsada manatil.,positive
saka lang gigitna kung liliko ng kaliwa na may kaakibat ng pag iingat...,positive
pati na rin po sa mga tricycle...,neutral
sorry to say this..nakakapunyeta kayo lalong lalo sa highway tas nasa gitna pa na di,negative
naman liliko ng kaliwa,neutral
ingat po sa mga naka tricycle at motor,positive
masimut kaya iton ta tamiling lang lawak kiton na kalsada kasyan kamo mga,negative
"magpadalagan...buko sanang drive dfensively,ta mag drive wisely man rw kita mga",positive
"deffensive driving is a must, dawa pa yan big bike, pwede man yan padalaganun sa",positive
"maluway ta,agku man yan menor, ta miling big bike dapat palan permi harurot, safety",positive
driving kurtisiya sa tinampo ag kapwa motorista. keep safe sangamino,positive
nay kuman. kaya tabi mag ingat sana permi mga biyahero..,positive
buyong pinag gigirabo ako,neutral
pwedeng paki kumpleto tabi iton barita?,neutral
lirakman k ate... 68 severely injured...pamaray po ika a. aa,positive
desay tubig prima,neutral
inayko .irak man po,positive
ingat sna po kamo ngamin.,positive
no way ako sa motor maglakaw na lang maalawig pa buhay ko. kaito naning panahon,neutral
wara pa yang motor lakaw lang ang tawo aralawig an buhay exercise pa sa lawas iwas,neutral
"pa helang,.c",neutral
a ruby hallare,neutral
dios ko po nbayad ko yan so bagu irak man no manay so tiil naulkab,neutral
irak man.aii..4 ..ingat po kc lagi sa pag drive dri magpara kaskasiro..tah aksidenti,positive
para maiwasan j. j. j.,neutral
"grabi irak man no manay nadayaan na so feel potol gad an,pagiromdom sa mga nag",neutral
momotor dibali maloway ana dalagan kng motor u basta makaabot kmo bohay sa,positive
iiyanan ninyo,neutral
s nancy butial,neutral
irak mn iton n babae ga nputol n iton n till.dios ko po.kya ingat prmi sa ngmo2tor,positive
takot so tiil ni nanay irak man luway luway sna po kita,neutral
amo kaya an problema ka kadaklan ka para motor.diri tatao magbigay.usad na making,neutral
akala nira na sira pagbibigyan kaya idinadagos nira dawa alanganin.adto palan d sira,neutral
pinagbigyan kaya lagapak na,neutral
paulo c. barcellanopaulo c. barcellano kaya ika luway luway sana ka pagmamaneho sa motor .,positive
bwelo kaya a tinampo kaya o man a mga nagmomotor aarakun magpadalagan..,neutral
grabe putol paa praise the lord ingat po sa lahat ng nag momotor,positive
grabi tlaga.kya aq may pangarap mag ka motor piro ang motor mayung pangarap sako,neutral
kya ang gamit q nguyan karita sana..mayung disgrasya mayung gasulina...,neutral
"tuwid na tuwid kc ang kalsada sa bandang yan, nadaanan ko yan nong papunta ako ng",neutral
"leyte kc dumaan kami ng iriga, from iriga to nabua tuwid ang kalsada kaya ambibilis ng",neutral
sasakyan dyan,neutral
"dios ko magluway luway man kontana ah cton tinampo irak man ki ate ayy,",neutral
"eliseo bazar il yan sinasabi ko saymo aa,",neutral
an kya po ibang nagmomotor kung mkpgpadalagan ka motor nira kaamo sa kagsadri,neutral
kiton tinampo..nayku..erak mn ko mag agom.,neutral
joven olaso tataro ingat pirme sa pagdadrive opo?,positive
"sadto yan atubangan ko tindahan nira papa joe,,, sadto kambingan kadaklan talaga",neutral
nayko mag maan po kta permi pag nag dadrive.,positive
hirak man so naputol bitis. grabe a,negative
rofl the,neutral
liza de leon ibo ingat kmu permi sa pag mo motor.,positive
an kyang nakabunggo an pisti bga yn prang kagsaderi ka tinampo dinayaan mo buway ka barkada,negative
yen delos santos,neutral
budzkie moreno lando moreno kya mgdoble likay po tabi kamu ta ngtakot n,positive
daniel julianes flordeliz ingat pirmi,positive
"pasada rinconada camarines sur, uda ngani irenglishan dpat rinconada sana",neutral
hehe.nagrurugo na lugod urong ko kakabasa ka news ninyo,neutral
rich reginaldo kadto payan nirereklamo mig barita dma intindihan,neutral
"kya ngani, ata buko man tga amerika migbasa..",neutral
tama kaya ngani renconada...6,neutral
kaartihan man kaya keton ki pasada rinconada pag ona mo man sa ibang bansa...,negative
"rich reginaldo ya a rinconada baga kono small state ka amerika, kaya basolon",negative
ninyo a mga teacher siton kon diri nagtotot turo kin english...,negative
mabanggaan man lugod kang mataban ka habang gamit mo iton na bike ngani ikang,negative
"kanugon pan binaoy na pasada rinconada m,dapat rinconada ah caption bukong",neutral
ah taga rinconada paln nguwan naging america 4,neutral
ano po ang update ng aksidente kaninang alas dyes dyan sa may unahan ng holy child?,neutral
nakita yong babae putol ang paa,negative
duation si kuya..walking sunod biking na...,neutral
agg mn ngani cctv dman sna marakup ah ng taban ka bike..uda mn sna,negative
amo baga yan su nagtaban man q bike na nakapark sadto atubangan q parish center,negative
sadi holy cross nabua.,neutral
dana patawad maski simban,negative
sana mkalaya kana madam kasi mahina na ang depensa at opensa ng liberal. lumaki na masyado mata ni leni at kiko sa kaka ngalngal,positive
sean marco pagsiat ok lang lumaki ang mata kesa lumaki ang aman ng pera sa bulsa ng maupo sa gobyerno... diba tatay digong?,negative
popong guevara lol?utak dilaw tlaga walng ibang script.boss ang korapsyon panahon pa ng spaniol na minana ng dilaw na hnd nabulgar.kaya wag kang mag astang nagyun mo lang natuklasan ang korapsyon..loslos..,negative
