id,words,tags,polarity
4133,ogbon,NN,0
4134,ogma,NN,0
4135,ogmang,JJ,0
4136,okasyon,NN,0
4137,oktubre,NN,0
4138,olboton,VB,0
4139,oli,NN,0
4140,olod,NN,0
4141,olonan,NN,0
4142,omaw,JJ,0
4143,ong,NNP,0
4144,ono,WP,0
4145,onowon,WP,0
4146,onseng,NNP,0
4147,opinyon,NN,0
4148,opisina,NN,0
4149,opisyal,JJ,0
4150,oran,NN,0
4151,oras,NN,0
4152,orasan,NN,0
4153,organisado,NN,0
4154,orgulyo,JJ,0
4155,oring,NN,0
4156,orong,NN,0
4157,ospital,NN,0
4158,ota,UH,0
4159,otok,NN,0
4160,oyop,VB,0
4161,paaalukoton,VBP,1
4162,paabot,VBP,1
4163,paagi,VBP,1
4164,paayag,NN,1
4165,pababa,JJ,1
4166,pabalik,VBP,1
4167,pabatang,RB,1
4168,pabaya,NN,-1
4169,pabayaan,VBD,-1
4170,pabilog,NN,0
4171,pabor,NN,0
4172,paborito,NN,0
4173,paburito,NN,0
4174,padagos,JJ,0
4175,padagus,JJ,0
4176,padara,NN,0
4177,pades,NN,0
4178,padi,NN,0
4179,padis,NN,0
4180,padyak,NN,0
4181,pagabot,NN,0
4182,pagal,JJ,-1
4183,pagalinun,VBP,-1
4184,pagapprobar,VBP,-1
4185,pagaragatikot,RB,1
4186,pagasenso,NN,1
4187,pagbaba,NN,1
4188,pagbabanga,VBP,1
4189,pagbabasa,VBP,1
4190,pagbaha,NN,0
4191,pagbakal,NN,1
4192,pagbalik,NN,1
4193,pagbalyo,NN,1
4194,pagbalyu,NN,1
4195,pagbanga,NN,1
4196,pagbasa,NN,-1
4197,pagbati,NN,1
4198,pagbawgun,VBP,1
4199,pagbayad,VBP,1
4200,pagbayle,NN,1
4201,pagbayli,NN,1
4202,pagbibisara,NN,1
4203,pagbibisekleta,NN,1
4204,pagbilog,NN,1
4205,pagbinutangan,VBP,1
4206,pagbisara,NN,1
4207,pagbisaranan,VBP,1
4208,pagbisita,NN,1
4209,pagbisto,NN,1
4210,pagbistu,NN,1
4211,pagbubu,NN,1
4212,pagbuo,NN,1
4213,pagbutang,NN,1
4214,pagbuway,NN,1
4215,pagdagdag,VB,1
4216,pagdakulo,VBD,1
4217,pagdalagan,VBP,1
4218,pagdamay,VBD,0
4219,pagdara,VBD,1
4220,pagdarwa,VB,1
4221,pagdidiskurso,VB,-1
4222,pagdidiskursu,VB,-1
4223,pagdiriwang,VB,1
4224,pagdisinfect,VB,1
4225,pagdrowing,VBD,1
4226,pagduag,NN,0
4227,pagdugtungon,NN,1
4228,pagdugtungun,NN,1
4229,paggalin,NN,1
4230,paggamit,VBD,1
4231,pagganap,VBD,1
4232,paggibo,NN,1
4233,paggibu,NN,1
4234,paggunus,NN,-1
4235,pagilid,NN,0
4236,pagistorya,NN,0
4237,pagiyan,NN,1
4238,pagkabakal,VB,1
4239,pagkabasa,VB,1
4240,pagkabayad,VB,1
4241,pagkabisto,NN,1
4242,pagkabiton,NN,1
4243,pagkabitun,NN,1
4244,pagkabuot,JJ,1
4245,pagkabutang,NN,1
4246,pagkabuway,NN,1
4247,pagkadakulu,NN,1
4248,pagkadrowing,NN,1
4249,pagkadruwing,NN,1
4250,pagkagalin,VB,1
4251,pagkagibo,NN,1
4252,pagkagibu,NN,1
4253,pagkagisong,NN,1
4254,pagkagisung,NN,1
4255,pagkahilig,NN,1
4256,pagkaintind,NN,1
4257,pagkaintindi,NN,1
4258,pagkaintindi,NN,1
4259,pagkaisi,NN,1
4260,pagkaistorya,NN,1
4261,pagkakabanga,NN,1
4262,pagkakagibu,NN,1
4263,pagkakapot,NN,1
4264,pagkakasunod,NN,1
4265,pagkakasunud,NN,1
4266,pagkakasurat,NN,1
4267,pagkakaun,NN,1
4268,pagkakulor,VB,1
4269,pagkamaestra,NN,1
4270,pagkamoot,JJ,1
4271,pagkamundag,NN,1
4272,pagkamuya,NN,1
4273,pagkanta,NN,1
4274,pagkaon,NN,1
4275,pagkaonesto,JJ,1
4276,pagkapangigin,NN,1
4277,pagkapos,NN,1
4278,pagkapot,NN,1
4279,pagkarakagat,VB,-1
4280,pagkaramrag,VBD,-1
4281,pagkarapapirut,VB,-1
4282,pagkarumpag,VB,-1
4283,pagkarungog,NN,1
4284,pagkarungug,NN,1
4285,pagkarurom,NN,1
4286,pagkasunod,NN,1
4287,pagkasunud,NN,1
4288,pagkasurat,NN,1
4289,pagkatakot,NN,1
4290,pagkatanom,NN,1
4291,pagkatanum,NN,1
4292,pagkataos,NN,1
4293,pagkatapos,NN,1
4294,pagkatapus,NN,1
4295,pagkatawo,NN,1
4296,pagkatindug,NN,1
4297,pagkatuud,NN,1
4298,pagkaun,NN,1
4299,pagkausad,NN,1
4300,pagkauusad,NN,1
4301,pagklase,NN,1
4302,pagkonek,NN,1
4303,pagkonektar,NN,1
4304,pagkopya,NN,1
4305,pagkuko,NN,1
4306,pagkuku,NN,1
4307,pagkukumpara,NN,-1
4308,pagkumparar,NN,-1
4309,pagkusug,NN,1
4310,paglaba,NN,1
4311,pagladawan,NN,1
4312,paglaga,NN,1
4313,paglakup,NN,1
4314,paglangkaw,NN,1
4315,paglikay,VB,1
4316,paglikayan,VB,1
4317,paglilikay,VB,1
4318,paglilimpiya,VB,1
4319,paglilinig,VB,1
4320,paglimpiya,VBD,1
4321,paglimpya,VB,1
4322,paglinig,VB,1
4323,pagluwas,NN,0
4324,pagluway,NN,0
4325,pagmaagnow,NN,0
4326,pagmakulug,NN,1
4327,pagmangnuwun,NN,1
4328,pagmantinir,NN,1
4329,pagmarka,NN,1
4330,pagmasdan,NN,1
4331,pagmata,NN,0
4332,pagmati,NN,0
4333,pagmawut,JJ,1
4334,pagmudtu,VB,0
4335,pagnabayad,NN,0
4336,pagnagkakaun,NN,0
4337,pagnagngangayamun,NN,0
4338,pagnaibabalik,NN,1
4339,pagnakapurot,NN,0
4340,pagnamit,NN,0
4341,pagnangingitlog,NN,1
4342,pagnaubos,NN,1
4343,pagngayamun,NN,1
4344,pagngayamunsabi,NN,1
4345,pagpabayad,VB,1
4346,pagpabisto,NN,1
4347,pagpabistu,NN,1
4348,pagpadagos,NN,1
4349,pagpadagus,NN,1
4350,pagpadakul,NN,1
4351,pagpadison,NN,1
4352,pagpadisun,NN,1
4353,pagpakusog,NN,1
4354,pagpalampason,NN,1
4355,pagpangadyi,NN,1
4356,pagpantig,NN,1
4357,pagpapaabut,NN,1
4358,pagpapaalukot,NN,0
4359,pagpapaalukut,NN,0
4360,pagpapaayag,NN,1
4361,pagpapabayad,NN,1
4362,pagpapagayon,NN,1
4363,pagpapalawig,NN,1
4364,pagpaparatatsaran,VB,-1
4365,pagpapartisipar,NN,1
4366,pagpapasalamat,NN,1
4367,pagpapasunod,NN,1
4368,pagpapasunud,NN,1
4369,pagpapayag,NN,1
4370,pagparalastikun,NN,-1
4371,pagpatubu,NN,1
4372,pagpauli,NN,0
4373,pagpayaba,NN,1
4374,pagpili,NN,1
4375,pagpinagsalak,NN,0
4376,pagpinapauram,NN,1
4377,pagposisyon,NN,0
4378,pagpraktis,NN,1
4379,pagpresentar,NN,1
4380,pagpugul,NN,0
4381,pagpunan,NN,1
4382,pagpundo,NN,-1
4383,pagpuntos,NN,1
4384,pagpupuntos,NN,1
4385,pagpuun,NN,1
4386,pagraramrag,NN,0
4387,pagrecite,NN,1
4388,pagresearch,NN,1
4389,pagrespeto,NN,1
4390,pagrigus,NN,1
4391,pagringgawan,NN,-1
4392,pagromrom,NN,1
4393,pagrugang,NN,1
4394,pagrumrum,NN,1
4395,pagsagob,NN,1
4396,pagsakoy,NN,0
4397,pagsalida,NN,1
4398,pagsarita,NN,0
4399,pagsasabi,NN,1
4400,pagsasadiri,NN,0
4401,pagsasalak,NN,1
4402,pagsasarita,NN,0
4403,pagsayod,NN,0
4404,pagsayuma,NN,-1
4405,pagselebrar,NN,1
4406,pagsilngan,NN,-1
4407,pagsilung,NN,0
4408,pagsimba,NN,1
4409,pagsimbag,NN,0
4410,pagsisilung,NN,0
4411,pagsisimba,NN,1
4412,pagskwela,NN,1
4413,pagsulnud,NN,0
4414,pagsundo,NN,1
4415,pagsunod,NN,1
4416,pagsunud,NN,1
4417,pagsupong,NN,1
4418,pagsuporta,NN,1
4419,pagsupung,NN,1
4420,pagsurat,NN,1
4421,pagsuratan,NN,-1
4422,pagsuspender,NN,-1
4423,pagsusulit,NN,0
4424,pagsuway,NN,-1
4425,pagtabang,NN,1
4426,pagtadtad,NN,-1
4427,pagtandos,NN,1
4428,pagtangad,NN,0
4429,pagtanum,NN,1
4430,pagtao,NN,1
4431,pagtapos,NN,1
4432,pagtatakin,NN,0
4433,pagtatanum,NN,1
4434,pagtataong,NN,1
4435,pagtatapos,NN,1
4436,pagtatau,NN,1
4437,pagtatrabawu,NN,1
4438,pagtau,NN,1
4439,pagtaw,NN,0
4440,pagtibayon,NN,1
4441,pagtinda,NN,1
4442,pagtinutugutan,NN,1
4443,pagtipid,NN,1
4444,pagtipon,NN,1
4445,pagtitinda,NN,1
4446,pagtsek,NN,1
4447,pagtubod,NN,1
4448,pagtugbong,NN,1
4449,pagtugbongan,NN,0
4450,pagtugbungon,NN,1
4451,pagtugbungun,NN,1
4452,pagtugtug,NN,0
4453,pagtugut,NN,1
4454,pagtuklas,NN,1
4455,pagtukoy,NN,1
4456,pagtula,NN,0
4457,pagtungka,NN,0
4458,pagturog,NN,0
4459,pagturug,NN,0
4460,pagtutula,NN,0
4461,pagtuturo,NN,1
4462,pagulat,NN,1
4463,paguli,NN,0
4464,pagusad,NN,1
4465,paguugas,NN,1
4466,pagwasto,NN,1
4467,pagwawangis,NN,1
4468,pagwawasto,NN,1
4469,paha,JJ,-1
4470,paingalo,NN,1
4471,pairatong,NN,0
4472,paisi,NN,1
4473,paiyan,JJ,0
4474,pakagibo,NN,1
4475,pakalakaga,NN,0
4476,pakamirindal,NN,1
4477,pakantawun,NN,0
4478,pakaray,NN,1
4479,pakarayon,NN,1
4480,pakarayun,NN,1
4481,pakaribuk,NN,-1
4482,pakasisiguro,NN,0
4483,pakatapos,NN,0
4484,pakatapus,NN,0
4485,pakatuto,NN,1
4486,pakaunon,NN,1
4487,pakibisara,NN,0
4488,pakikibisara,NN,0
4489,pakikiiba,NN,1
4490,pakikipag,NN,0
4491,pakikipagbisara,NN,1
4492,pakikiusip,NN,1
4493,pakikuko,NN,1
4494,pakimahirak,NN,1
4495,pakinabang,NN,1
4496,pakinabangan,NN,1
4497,pakisarado,NN,1
4498,pakisaradu,NN,1
4499,pakitao,NN,1
4500,pakiturol,NN,1
4501,pakiusap,NN,1
4502,pakiusip,NN,1
4503,palas,NN,0
4504,palasyo,NN,0
4505,palibut,NN,0
4506,paligsahan,NN,0
4507,palitada,NN,0
4508,paliwanag,NN,1
4509,palukso,NN,0
4510,palumariya,NN,0
4511,paluntug,NN,0
4512,paluog,NN,0
4513,paluwason,NN,-1
4514,paluwayun,NN,1
4515,pamagat,NN,0
4516,pamandang,NN,0
4517,pamangkin,NN,0
4518,pamasul,NN,-1
4519,pamatlig,NN,0
4520,pamawan,NN,0
4521,pamawan,NN,0
4522,pamawow,VB,0
4523,pamaypay,NN,0
4524,pamayung,NN,0
4525,pambabayi,JJ,-1
4526,pambakal,NN,1
4527,pambalyo,NN,1
4528,pambulung,NN,1
4529,pambungad,NN,1
4530,pamela,NN,1
4531,pamibi,NN,1
4532,pamilya,NNS,0
4533,pamilyang,NN,0
4534,pamilyar,JJ,0
4535,pamipi,VB,0
4536,pamisara,NN,1
4537,pamnahon,NN,1
4538,pampakusog,NN,1
4539,pampakusug,NN,1
4540,pampalinaw,NN,1
4541,pampunas,NN,1
4542,pamudtuwan,NN,1
4543,pamuhatan,NN,-1
4544,pamumuway,NN,1
4545,pamuyahon,NN,1
4546,pana,NN,0
4547,panadero,NN,0
4548,panaderya,NN,0
4549,pananda,NN,0
4550,pananom,NN,0
4551,pandarwan,JJ,0
4552,pangadyi,NN,0
4553,pangala,NN,0
4554,pangangataman,NN,0
4555,pangangayamon,NN,1
4556,panganoron,NN,-1
4557,panganurun,NN,0
4558,pangarugan,NN,0
4559,pangarwa,NN,0
4560,pangarwang,NN,0
4561,pangatlo,NN,0
4562,pangatlong,NN,0
4563,pangaturogan,NN,0
4564,pangaturugan,NN,0
4565,pangayamon,NN,1
4566,pangbaloyo,NN,1
4567,pangbalyo,NN,1
4568,pangbanyus,NN,-1
4569,panggaran,NN,0
4570,panggatong,NN,0
4571,panggatung,NN,0
4572,pangkabit,NN,0
4573,pangkolor,NN,0
4574,pangladawan,NN,0
4575,pangrugang,NN,1
4576,pangwakas,NN,1
4577,pangyamon,NN,1
4578,pangyayari,NN,0
4579,pangyayaring,NN,0
4580,panibangan,NN,1
4581,panik,NN,-1
4582,panimula,NN,0
4583,paninda,NN,1
4584,paniniwala,NN,1
4585,panitikan,NN,1
4586,paniwala,NN,0
4587,panlalaki,NN,0
4588,panlarawan,NN,0
4589,panlastiko,NN,0
4590,panlastiku,NN,0
4591,panlimpiya,NN,0
4592,panlimpya,NN,0
4593,panluwas,NN,0
4594,panok,JJ,-1
4595,pansadiri,JJ,0
4596,pansadiring,JJ,0
4597,pansalida,NN,0
4598,pansalidang,NN,0
4599,pansalud,NN,0
4600,pansangay,NN,0
4601,pansawug,NN,0
4602,pansit,NN,0
4603,pansitbato,NN,0
4604,pansura,NN,0
4605,pantakpol,NN,0
4606,pantakpul,NN,0
4607,pantapal,NN,0
4608,pantasa,NN,0
4609,pantikdol,NN,0
4610,pantugbong,NN,0
4611,pantuldo,NN,0
4612,pantulo,NN,0
4613,pantulong,NN,0
4614,pantuturo,NN,0
4615,panunang,NN,0
4616,panuntok,NN,0
4617,panuntunan,NN,0
4618,panura,NN,0
4619,panurang,NN,0
4620,panurat,NN,0
4621,panuto,NN,0
4622,papabulong,NN,0
4623,papag,NN,0
4624,papaiyan,JJ,1
4625,papakadipisil,NN,1
4626,papakaunon,VB,1
4627,papanik,VB,1
4628,paparyu,JJ,1
4629,papayaba,JJ,1
4630,papayabaon,JJ,1
4631,papel,NN,0
4632,papeles,NN,0
4633,paraasikasu,VB,0
4634,parabakal,NN,0
4635,parabasa,VB,0
4636,parabubulang,PRP,-1
4637,parabulong,NN,0
4638,parada,NN,0
4639,paragapas,PRP,0
4640,paragibu,NN,0
4641,parainom,PRP,-1
4642,parakalkag,PRP,0
4643,parakanta,NN,0
4644,paralaba,NN,0
4645,paralaba,PRP,0
4646,paramama,NN,0
4647,parani,JJ,0
4648,pararabong,PRP,-1
4649,pararakop,NN,0
4650,pararakup,NN,0
4651,pararumon,NN,0
4652,pararungog,NN,0
4653,parasurat,NN,0
4654,parataban,PRP,-1
4655,paratahar,NN,0
4656,paratanom,NN,0
4657,paratanum,NN,0
4658,paratinda,NN,0
4659,paraukag,PRP,1
4660,parauma,NN,0
4661,parde,NN,0
4662,parehong,NN,0
4663,parigusan,NN,0
4664,paririgus,NN,0
4665,parke,NN,0
4666,parong,NN,0
4667,parongon,VB,0
4668,paroy,NN,0
4669,paroy,NN,0
4670,parte,NN,0
4671,parteng,NN,0
4672,parti,NN,0
4673,parungon,VB,0
4674,parusa,NN,0
4675,paryo,NN,0
4676,paryong,NN,0
4677,paryu,NN,0
4678,paryung,NN,0
4679,pasa,VB,1
4680,pasa,NN,0
4681,pasabat,NN,0
4682,pasakit,NN,-1
4683,pasalubong,NN,0
4684,pasanaman,NN,0
4685,pasari,WRB,0
4686,pasarita,NN,0
4687,pasaway,JJ,0
4688,pasensiya,NN,0
4689,pasensya,NN,0
4690,pasig,NNP,0
4691,pasiguro,NN,0
4692,pasil,JJ,0
4693,pasimbagan,NN,0
4694,pasinsya,NN,0
4695,pasiyak,NN,0
4696,pastidya,JJ,-1
4697,pastidyu,JJ,0
4698,pasubok,JJ,0
4699,pasunudun,VB,0
4700,pasyaran,NN,0
4701,pasyente,NN,-1
4702,patawaron,VB,1
4703,patawarun,VB,1
4704,pati,RB,0
4705,patitirigun,VB,-1
4706,patok,NN,0
4707,patubig,NN,0
4708,patuk,NN,0
4709,patuka,NN,0
4710,patukud,NN,0
4711,patukuran,VB,0
4712,patula,NN,0
4713,patungka,JJ,0
4714,patunugon,VB,0
4715,patuo,NN,0
4716,paturol,VB,0
4717,patuturug,VB,0
4718,patuu,NN,0
4719,pauli,VB,0
4720,pauli,JJ,0
4721,paunawaun,VB,0
4722,pauno,RB,0
4723,paunu,RB,0
4724,paunuhon,RB,0
4725,pausad,JJ,0
4726,pautal,JJ,0
4727,pauunu,JJ,0
4728,pawala,JJ,0
4729,payaba,JJ,0
4730,payabaun,JJ,0
4731,payayabaun,JJ,0
4732,payo,NN,0
4733,payo,NN,0
4734,payu,NN,0
4735,payung,NN,0
4736,pebrero,NN,0
4737,pechay,NN,0
4738,perlas,NN,0
4739,permi,RB,0
4740,perming,RB,0
4741,peryodiko,NN,0
4742,peryodikong,NN,0
4743,peryudiku,NN,0
4744,pesos,NN,0
4745,petchay,NN,0
4746,petsay,NN,0
4747,pidaso,NN,0
4748,pigbisaranan,VB,1
4749,pigbuntug,VBD,1
4750,pigdadagdag,VBP,1
4751,pigdrowing,VB,1
4752,pighanda,VB,1
4753,pigi,NN,0
4754,pigkakabit,VB,1
4755,pigkakaon,VB,1
4756,pigkulgan,VB,1
4757,pigkumpara,VB,1
4758,pigmamangnu,VBP,1
4759,pigmamantinir,VBP,-1
4760,pigpakanun,VB,1
4761,pigpakaray,VBD,1
4762,pigpapakaray,VBP,1
4763,pigparabiribiltan,VB,-1
4764,pigpasunud,VB,1
4765,pigpili,VB,1
4766,pigpilian,JJ,1
4767,pigririgus,VBP,1
4768,pigsa,NN,-1
4769,pigsilngan,VB,1
4770,pigsilungan,VB,1
4771,pigsundan,VB,1
4772,pigtabidan,VB,-1
4773,pigtatawan,VB,1
4774,pigtutugbung,VB,1
4775,pigtuyu,VB,1
4776,pigwawagay,VB,1
4777,pikidilyo,NN,0
4778,pildit,VB,0
4779,pilian,VB,0
4780,pilikula,NN,0
4781,pilion,VB,0
4782,pilip,NN,0
4783,pilipinas,NN,0
4784,pilipino,NNPS,0
4785,piliun,VB,0
4786,pilli,NN,0
4787,piloto,NNPS,0
4788,pinaayat,VBD,1
4789,pinababayad,VBD,1
4790,pinadagus,VBD,1
4791,pinadara,VBD,1
4792,pinadaran,VBD,1
4793,pinaduag,VBD,1
4794,pinagbabayliyan,VB,1
4795,pinagbibisarahan,VB,1
4796,pinagbibisaran,VB,1
4797,pinagbibisaranan,VB,1
4798,pinagbisaranan,VBD,1
4799,pinagdadadara,VBD,1
4800,pinagdadara,VBD,1
4801,pinagdugkalan,VBD,-1
4802,pinaggamitan,VBD,1
4803,pinaggangut,VBD,-1
4804,pinagibu,VBD,1
4805,pinagigibo,VBG,1
4806,pinagigibu,VBG,1
4807,pinagiisip,VBG,1
4808,pinagkakatakutan,VBD,-1
4809,pinagkanan,VBD,1
4810,pinagkompara,VBD,-1
4811,pinagkuku,VBD,1
4812,pinagkukuan,VB,1
4813,pinagkukumparar,VB,-1
4814,pinagkumpara,VBD,-1
4815,pinagkumparar,VBD,-1
4816,pinaglalabahan,VB,1
4817,pinaglalaom,VB,1
4818,pinagngangayamnan,VB,-1
4819,pinagparataw,VBD,1
4820,pinagplantsa,VBD,1
4821,pinagpreparar,VBD,1
4822,pinagpriprar,VBD,1
4823,pinagpunan,VBD,1
4824,pinagpupunan,VB,1
4825,pinagpupuunan,VB,1
4826,pinagrarabungan,VB,-1
4827,pinagringawan,VBD,-1
4828,pinagririgusan,VB,1
4829,pinagsabiyan,VBD,1
4830,pinagsalak,VBD,1
4831,pinagsalowan,VBD,1
4832,pinagsaluwan,VBD,1
4833,pinagsanib,VBD,-1
4834,pinagsasabi,VBD,1
4835,pinagsilngan,VBD,1
4836,pinagsisilibrar,VB,1
4837,pinagsisilyakan,VB,1
4838,pinagsumikapang,VBN,1
4839,pinagtatakot,VBN,1
4840,pinagtatanuman,VB,1
4841,pinagtatatakot,VBN,-1
4842,pinagtugbongna,VB,1
4843,pinagtugbung,VBD,1
4844,pinagtutturuan,VBN,1
4845,pinagtutuburan,VBN,1
4846,pinagtutugbong,VB,1
4847,pinagtutugbungan,VBP,1
4848,pinagtutuunan,VBP,1
4849,pinaguusipan,VB,-1
4850,pinaiinom,VBG,1
4851,pinaiiwag,VBG,1
4852,pinainom,VBD,1
4853,pinakaalangkaw,JJS,0
4854,pinakababa,JJS,0
4855,pinakabida,JJS,1
4856,pinakadakol,JJS,1
4857,pinakadakul,JJS,1
4858,pinakagagatikut,JJS,-1
4859,pinakagatikot,JJS,-1
4860,pinakagatikut,JJS,-1
4861,pinakagusto,JJS,1
4862,pinakaimportante,JJS,1
4863,pinakaisi,VBD,1
4864,pinakamagayon,JJS,1
4865,pinakamagayun,JJS,1
4866,pinakamahusay,JJS,1
4867,pinakamaray,JJS,1
4868,pinakamatibay,JJS,1
4869,pinakamayaman,JJS,1
4870,pinakapaborito,JJS,1
4871,pinakapurung,JJS,1
4872,pinakaray,VBD,1
4873,pinakatampok,JJS,1
4874,pinakaunang,JJS,1
4875,pinakauring,JJS,1
4876,pinalalayug,VB,1
4877,pinalayug,VBD,1
4878,pinaluluto,VB,1
4879,pinamakal,VBN,1
4880,pinamati,VBN,1
4881,pinangyarihan,VBN,1
4882,pinangyariwan,VBN,1
4883,pinanik,VBD,1
4884,pinanindugan,VBD,1
4885,pinaniniwalaan,VB,1
4886,pinapabakal,VB,1
4887,pinapabalik,VBN,1
4888,pinapabayad,VB,1
4889,pinapabulung,VBP,1
4890,pinapagibu,VBP,1
4891,pinapaiwag,VBP,1
4892,pinapakaray,VBP,1
4893,pinapakusug,VBP,1
4894,pinapangarap,VB,1
4895,pinapapreparar,VBG,1
4896,pinapapriparar,VBG,1
4897,pinaparumrum,VB,1
4898,pinapasobran,VB,1
4899,pinapataniran,VB,1
4900,pinapatibay,VB,1
4901,pinapatunog,VB,1
4902,pinapautub,VB,1
4903,pinapayaba,VB,1
4904,pinapili,VBN,1
4905,pinaririgusan,VB,1
4906,pinarumrum,VB,1
4907,pinarusan,VB,1
4908,pinasalamatan,VB,1
4909,pinasasakitan,VB,-1
4910,pinasilan,VBN,-1
4911,pinasulit,VBN,1
4912,pinasunud,VBN,1
4913,pinataniran,VBN,-1
4914,pinatawad,VBN,1
4915,pinatulan,VBN,-1
4916,pinatunayan,VBN,1
4917,pinauram,VBN,1
4918,pinayaba,VBN,1
4919,pinggan,NN,0
4920,pinilaan,NN,0
4921,pinili,NN,1
4922,pinipedalan,VB,0
4923,pinipili,VB,1
4924,pinipinturan,VB,0
4925,pinoproblema,VB,1
4926,pinoy,NNPS,0
4927,pinsan,NNPS,0
4928,pintan,VB,0
4929,pinukpuk,VBD,-1
4930,pinunan,VBD,1
4931,pinunasan,VBD,1
4932,pinundu,VBD,1
4933,pinunpon,VBD,1
4934,pinupunasan,VBG,1
4935,pinuputul,VBG,1
4936,pinuraan,JJ,1
4937,pinurbaran,VBG,1
4938,pinurut,VB,1
4939,pinutol,VB,-1
4940,pinutul,VB,1
4941,pinutusan,VBD,1
4942,pinya,NN,0
4943,pipilion,VB,1
4944,pipiliun,VB,1
4945,pira,NN,0
4946,pira,JJ,0
4947,pirdi,JJ,0
4948,pirme,RB,0
4949,pirmeng,RB,0
4950,pirmi,RB,0
4951,pirming,RB,0
4952,pirok,NN,0
4953,pirtan,NN,0
4954,pirti,JJ,0
4955,piruk,NN,0
4956,pirwisyo,NN,0
4957,pisari,WRB,0
4958,pisi,NN,0
4959,pisikal,JJ,0
4960,pisngi,NN,0
4961,pista,NN,0
4962,pitaka,NN,0
4963,pitong,CD,0
4964,pitsa,NN,0
4965,piut,NN,0
4966,piyesta,NN,0
4967,pla,UH,0
4968,planggana,NN,0
4969,plano,NN,0
4970,plantsa,NN,0
4971,plantsado,JJ,0
4972,plasa,NN,0
4973,plastik,NN,0
4974,plato,NN,0
4975,plorera,NN,0
4976,plota,NN,0
4977,pobre,JJ,0
4978,pokus,NN,0
4979,politiko,NN,0
4980,polusyon,NN,0
4981,pongpong,NN,0
4982,poon,NN,0
4983,porma,NN,0
4984,pormal,JJ,0
4985,pormang,NN,0
4986,pormat,NN,0
4987,posible,JJ,0
4988,posibleng,NN,0
4989,posibling,NN,0
4990,posisyon,NN,0
4991,positibo,JJ,0
4992,posporo,NN,0
4993,postura,NN,0
4994,praktikal,JJ,0
4995,praktis,NN,0
4996,praktisado,JJ,0
4997,praktisan,NN,0
4998,praktison,VBG,0
4999,praktisun,VBG,0
5000,prangka,JJ,0
5001,pre,NN,0
5002,premyo,NN,0
5003,preno,NN,0
5004,preparado,VB,0
5005,preparadu,VB,0
5006,preparar,VB,0
5007,presentasyon,NN,0
5008,presente,NN,0
5009,presinsya,JJ,0
5010,presko,JJ,0
5011,preso,NN,0
5012,pribado,NN,0
5013,primerong,JJ,0
5014,primirung,NN,0
5015,prinsesa,NNPS,0
5016,priparadu,JJ,0
5017,prito,NN,0
5018,pritos,NN,0
5019,pritus,NN,0
5020,privado,NN,0
5021,probinsya,NN,0
5022,problema,NN,-1
5023,programa,NN,0
5024,protektan,VB,0
5025,protina,NN,0
5026,prunansasyun,NN,0
5027,prusisyon,NN,0
5028,prutas,NN,0
5029,publika,NN,0
5030,puerto,NN,0
5031,pugaun,VB,0
5032,puhunan,NN,1
5033,pula,NN,0
5034,pules,NNPS,0
5035,pulgada,NN,0
5036,pulido,NN,0
5037,pulis,NNPS,0
5038,pulitiko,NN,0
5039,pumadyak,VB,0
5040,pumanik,VB,0
5041,pumili,VB,0
5042,pumundu,VB,1
5043,punan,NN,0
5044,punasi,VBG,1
5045,pundu,VB,0
5046,punduwon,VBG,-1
5047,pungaw,JJ,-1
5048,puno,NN,0
5049,puno,JJ,1
5050,puntos,NN,1
5051,puntus,NN,1
5052,puntusan,VBG,1
5053,punuan,VBG,0
5054,puon,VB,0
5055,puonsa,VBG,0
5056,pupursige,VBP,1
5057,purbaran,VBG,-1
5058,purbaran,VB,0
5059,puri,NN,0
5060,purisawun,JJ,-1
5061,purma,NN,0
5062,puro,NN,0
5063,pursyento,NN,1
5064,puru,NN,0
5065,puruton,VBG,1
5066,puso,NN,0
5067,puti,NN,0
5068,puto,NN,0
5069,putol,NN,-1
5070,putos,NN,1
5071,putul,NN,-1
5072,puun,NN,1
5073,puwede,VB,0
5074,puwera,IN,0
5075,puydi,VB,1
5076,puyding,VB,1
5077,puyra,IN,0
5078,pwerte,JJ,1
5079,pwesto,NN,1
5080,raan,NN,-1
5081,rabong,NN,-1
5082,rabus,NN,1
5083,radyo,NN,1
5084,raga,NN,0
5085,ragom,NN,1
5086,ragom,NN,0
5087,ragpa,NN,1
5088,rakupon,VB,-1
5089,ramrag,NN,1
5090,ramrag,NN,0
5091,rangaw,DT,0
5092,ranow,NN,0
5093,ranuw,NN,1
5094,raot,JJ,-1
5095,rapa rapa,VB,0
5096,rapat,NN,1
5097,rapo,NN,0
5098,rapot,NN,0
5099,rapotrapot,NN,0
5100,raput,NN,0
5101,rarabungan,VBG,-1
5102,raran,NN,1
5103,raran,NN,0
5104,rarayu,NN,-1
5105,rawug,NN,1
5106,rayo,NN,-1
5107,rayu,NN,-1
5108,reaksiyon,NN,1
5109,redi,JJ,1
5110,regalo,NN,1
5111,regalong,NN,1
5112,rehiyon,NN,1
5113,rekado,NN,1
5114,reklamo,NN,-1
5115,rekober,VB,1
5116,rektanggulung,NN,1
5117,relaks,VB,1
5118,relasyon,NN,1
5119,relativo,NN,1
5120,relihiyoso,NN,1
5121,relihiyosong,NNS,1
5122,relo,NN,1
5123,reparo,NN,1
5124,repblika,NN,1
5125,repleksyon,NN,1
